Workflow ID,APE version,Has bug,Question,Constraint,Ontology,Workflow length,Signature error,Semantic imprecision error,Redundancy error,Data quality error,Correct answer?,Notes,Workflow description
3.F.03,0.9.1,1.00,3.00,,Full,4.00,0.00,1.00,0.00,0.00,0.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) CoverageToNominalFieldRaster(Tool1) FieldRasterNominalA(MemT1.0) [MemT1.0] <- (UsedT1.0) FieldRasterNominalA(UsedT1.0) FocalStatisticsVarietyInterval(Tool2) CountAFieldRaster(MemT2.0) [MemT2.0] <- (UsedT2.0) CountAFieldRaster(UsedT2.0) [MemT2.0] <- (UsedT2.1) CountAFieldRaster(UsedT2.1) LocalMapAlgebraMultiplyCountCount(Tool3) CountAFieldRaster(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) CountAFieldRaster(UsedT3.1) ZonalStatisticsMeanCount(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.04,0.9.1,1.00,3.00,,Full,4.00,0.00,0.00,0.00,0.00,1.00,"It seems correct, but I'm not sure if the MergeExistenceVectorToObjectVector step is needed.
",CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) IntervalAObjectVector(MemT2.0) [MemT2.0] <- (UsedT2.0) IntervalAObjectVector(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.05,0.9.1,1.00,3.00,,Full,4.00,0.00,0.00,0.00,0.00,1.00,"It seems correct, but I'm not sure if the MergeExistenceVectorToObjectVector step is needed. It is also strange that it produces a point here, but a vector in 3.F.04
",CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) IntervalAObjectPoint(MemT2.0) [MemT2.0] <- (UsedT2.0) IntervalAObjectPoint(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.06,0.9.1,1.00,3.00,,Full,4.00,0.00,1.00,0.00,0.00,0.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) CoverageToNominalFieldRaster(Tool1) FieldRasterNominalA(MemT1.0) [MemT1.0] <- (UsedT1.0) FieldRasterNominalA(UsedT1.0) FocalStatisticsVarietyInterval(Tool2) CountAFieldRaster(MemT2.0) [MemT2.0] <- (UsedT2.0) CountAFieldRaster(UsedT2.0) FocalStatisticsVarietyInterval(Tool3) CountAFieldRaster(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) CountAFieldRaster(UsedT3.1) ZonalStatisticsMeanCount(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.07,0.9.1,1.00,3.00,,Full,4.00,0.00,0.00,0.00,1.00,1.00,"The answer can be considered correct, because it is a measure of if there's green space nearby.",CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) ObjectRegion(MemT2.0) [MemT2.0] <- (UsedT2.0) ObjectRegion(UsedT2.0) KernelDensity(Tool3) FieldRasterRatioA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioA(UsedT3.1) ZonalStatisticsMeanRatio(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.08,0.9.1,1.00,3.00,,Full,4.00,0.00,0.00,0.00,1.00,1.00,"The answer can be considered correct, because it is a measure of if there's green space nearby.",CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) ObjectVectorRatioA(MemT2.0) [MemT2.0] <- (UsedT2.0) ObjectVectorRatioA(UsedT2.0) KernelDensity(Tool3) FieldRasterRatioA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioA(UsedT3.1) ZonalStatisticsMeanRatio(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.09,0.9.1,1.00,3.00,,Full,4.00,0.00,0.00,0.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) ObjectRegion(MemT2.0) [MemT2.0] <- (UsedT2.0) ObjectRegion(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.10,0.9.1,1.00,3.00,,Full,4.00,0.00,0.00,0.00,1.00,1.00,It is strange that the output of MergeExistenceVectorToObjectVector is a point layer here.,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) BooleanAObjectPoint(MemT2.0) [MemT2.0] <- (UsedT2.0) BooleanAObjectPoint(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.11,0.9.1,1.00,3.00,,Full,4.00,0.00,0.00,0.00,1.00,1.00,It is strange that the output of MergeExistenceVectorToObjectVector is a point layer here.,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) NominalAObjectPoint(MemT2.0) [MemT2.0] <- (UsedT2.0) NominalAObjectPoint(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.12,0.9.1,1.00,3.00,,Full,4.00,0.00,0.00,0.00,1.00,1.00,It is strange that the output of MergeExistenceVectorToObjectVector is a line layer here.,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) BooleanAObjectLine(MemT2.0) [MemT2.0] <- (UsedT2.0) BooleanAObjectLine(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.13,0.9.1,1.00,3.00,,Full,4.00,0.00,0.00,0.00,1.00,1.00,It is strange that the output of MergeExistenceVectorToObjectVector is a point layer here.,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) ObjectPointOrdinalA(MemT2.0) [MemT2.0] <- (UsedT2.0) ObjectPointOrdinalA(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.14,0.9.1,1.00,3.00,,Full,4.00,0.00,1.00,0.00,0.00,0.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) CoverageToNominalFieldRaster(Tool1) FieldRasterNominalA(MemT1.0) [MemT1.0] <- (UsedT1.0) FieldRasterNominalA(UsedT1.0) FocalStatisticsVarietyInterval(Tool2) CountAFieldRaster(MemT2.0) [MemT2.0] <- (UsedT2.0) CountAFieldRaster(UsedT2.0) FocalStatisticsMeanCount(Tool3) FieldRasterRatioA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioA(UsedT3.1) ZonalStatisticsMeanRatio(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.15,0.9.1,1.00,3.00,,Full,4.00,0.00,0.00,0.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) ObjectVectorRatioA(MemT2.0) [MemT2.0] <- (UsedT2.0) ObjectVectorRatioA(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.16,0.9.1,1.00,3.00,,Full,4.00,0.00,0.00,0.00,1.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) CoverageToNominalFieldRaster(Tool1) FieldRasterNominalA(MemT1.0) [MemT1.0] <- (UsedT1.0) FieldRasterNominalA(UsedT1.0) ReclassifyFieldRasterToBoolean(Tool2) NoDataExistenceRaster(MemT2.0) [MemT2.0] <- (UsedT2.0) NoDataExistenceRaster(UsedT2.0) FocalStatisticsExistenceRaster(Tool3) FieldRasterRatioA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioA(UsedT3.1) ZonalStatisticsMeanRatio(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.17,0.9.1,1.00,3.00,,Full,4.00,0.00,0.00,0.00,0.00,1.00,"It seems correct, but I'm not sure if the MergeExistenceVectorToObjectVector step is needed. It is also strange that it produces a point here, but a vector in 3.F.04
",CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) ObjectVectorRatioAERA(MemT2.0) [MemT2.0] <- (UsedT2.0) ObjectVectorRatioAERA(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.18,0.9.1,1.00,3.00,,Full,4.00,0.00,0.00,0.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) CoverageToNominalFieldRaster(Tool1) FieldRasterNominalA(MemT1.0) [MemT1.0] <- (UsedT1.0) FieldRasterNominalA(UsedT1.0) ReclassifyFieldRasterToBoolean(Tool2) NoDataExistenceRaster(MemT2.0) [MemT2.0] <- (UsedT2.0) NoDataExistenceRaster(UsedT2.0) EuclideanDistanceExistenceRaster(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.19,0.9.1,1.00,3.00,,Full,4.00,0.00,0.00,0.00,1.00,1.00,It is strange that the output of MergeExistenceVectorToObjectVector is a point layer here.,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) ObjectPointRatioA(MemT2.0) [MemT2.0] <- (UsedT2.0) ObjectPointRatioA(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.20,0.9.1,1.00,3.00,,Full,4.00,0.00,0.00,0.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) CountAObjectVectorERA(MemT2.0) [MemT2.0] <- (UsedT2.0) CountAObjectVectorERA(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.21,0.9.1,0.00,3.00,Distance,Full,4.00,0.00,0.00,0.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) ObjectVectorRatioAERA(MemT2.0) [MemT2.0] <- (UsedT2.0) ObjectVectorRatioAERA(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.22,0.9.1,0.00,3.00,Distance,Full,4.00,0.00,0.00,0.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) ObjectRegion(MemT2.0) [MemT2.0] <- (UsedT2.0) ObjectRegion(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.23,0.9.1,0.00,3.00,Distance,Full,4.00,0.00,0.00,0.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) IntervalAObjectVector(MemT2.0) [MemT2.0] <- (UsedT2.0) IntervalAObjectVector(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.24,0.9.1,0.00,3.00,Distance,Full,4.00,0.00,0.00,0.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) CoverageToNominalFieldRaster(Tool1) FieldRasterNominalA(MemT1.0) [MemT1.0] <- (UsedT1.0) FieldRasterNominalA(UsedT1.0) ReclassifyFieldRasterToBoolean(Tool2) NoDataExistenceRaster(MemT2.0) [MemT2.0] <- (UsedT2.0) NoDataExistenceRaster(UsedT2.0) EuclideanDistanceExistenceRaster(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.25,0.9.1,0.00,3.00,Distance,Full,4.00,0.00,0.00,0.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) CountAObjectVectorERA(MemT2.0) [MemT2.0] <- (UsedT2.0) CountAObjectVectorERA(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.26,0.9.1,0.00,3.00,Distance,Full,4.00,0.00,0.00,0.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) ObjectVectorRatioA(MemT2.0) [MemT2.0] <- (UsedT2.0) ObjectVectorRatioA(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.27,0.9.1,0.00,3.00,Distance,Full,4.00,0.00,0.00,0.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) NominalAObjectPoint(MemT2.0) [MemT2.0] <- (UsedT2.0) NominalAObjectPoint(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.28,0.9.1,0.00,3.00,Distance,Full,4.00,0.00,0.00,0.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) BooleanAObjectPoint(MemT2.0) [MemT2.0] <- (UsedT2.0) BooleanAObjectPoint(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.29,0.9.1,0.00,3.00,Distance,Full,4.00,0.00,0.00,0.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) IntervalAObjectPoint(MemT2.0) [MemT2.0] <- (UsedT2.0) IntervalAObjectPoint(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
3.F.30,0.9.1,0.00,3.00,Distance,Full,4.00,0.00,0.00,0.00,0.00,1.00,,CoverageNominalA(MemT0.0) LatticeVectorA(MemT0.1) CoverageNominalA(UsedT0.0) [MemT0.0] <- (UsedT0.0) SelectFeaturesCoverageToExistenceVector(Tool1) ExistenceVector(MemT1.0) [MemT1.0] <- (UsedT1.0) ExistenceVector(UsedT1.0) MergeExistenceVectorToObjectVector(Tool2) ObjectPointRatioA(MemT2.0) [MemT2.0] <- (UsedT2.0) ObjectPointRatioA(UsedT2.0) EuclideanDistanceObjectVector(Tool3) FieldRasterRatioAIRA(MemT3.0) [MemT0.1] <- (UsedT3.0) LatticeVectorA(UsedT3.0) [MemT3.0] <- (UsedT3.1) FieldRasterRatioAIRA(UsedT3.1) ZonalStatisticsMeanRatioIRA(Tool4) LatticeRatioAVectorA(MemT4.0) [MemT4.0] <- (UsedT4.0) LatticeRatioAVectorA(UsedT4.0)
